# Stock data for G.US from 2025-08-05 to 2026-08-05
# Total records: 251
# Data retrieved on: 2026-08-05 14:11:50

Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-25,37.89,38.38,36.64,37.44,1405800,0.0,0.0
2026-03-26,37.36,37.91,36.92,37.19,2533200,0.0,0.0
2026-03-27,36.88,37.37,35.97,36.37,1607400,0.0,0.0
2026-03-30,36.73,37.29,36.17,37.23,1989900,0.0,0.0
2026-03-31,37.63,37.77,36.76,37.04,2175700,0.0,0.0
2026-04-01,37.04,37.26,35.94,37.02,2425200,0.0,0.0
2026-04-02,37.08,38.18,36.74,37.52,2407500,0.0,0.0
2026-04-06,37.42,37.59,37.06,37.39,1647000,0.0,0.0
2026-04-07,37.27,37.73,37.1,37.27,1256600,0.0,0.0
2026-04-08,37.97,38.2,36.61,36.72,2729200,0.0,0.0
2026-04-09,36.41,36.56,34.8,35.34,2715700,0.0,0.0
2026-04-10,35.12,35.31,33.72,33.98,3023900,0.0,0.0
2026-04-13,34.04,35.48,34.03,35.34,3696200,0.0,0.0
2026-04-14,35.46,35.95,35.23,35.3,2575700,0.0,0.0
2026-04-15,35.61,36.44,35.38,36.03,3341600,0.0,0.0
2026-04-16,36.38,36.87,36.22,36.42,2509100,0.0,0.0
2026-04-17,36.99,36.99,36.4,36.72,2046400,0.0,0.0
2026-04-20,36.66,36.8,36.07,36.43,2312800,0.0,0.0
2026-04-21,36.4,37.41,36.25,36.82,2263000,0.0,0.0
2026-04-22,36.82,36.87,35.78,36.01,2024300,0.0,0.0
2026-04-23,35.2,35.66,33.84,34.3,2462400,0.0,0.0
2026-04-24,34.05,34.17,33.55,34.12,2216300,0.0,0.0
2026-04-27,34.13,34.78,33.48,33.64,2601100,0.0,0.0
2026-04-28,34.24,34.71,33.57,33.75,3561000,0.0,0.0
2026-04-29,33.75,34.05,33.34,33.68,3383600,0.0,0.0
2026-04-30,33.37,34.57,32.95,34.55,4811300,0.0,0.0
